id,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
8459,Audi A6 2.7 TDI,Las Mercedes,2013,28137,LPG,Manual,Fourth & Above,15.43,1680,75.1,7,7.98,10.78
8460,Honda City Corporate Edition,Suiï¿½ï¿½ï¿,2017,62452,LPG,Automatic,First,21.28,1119,82.01,5,16.38,15.53
8461,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Munsan,2018,50632,Petrol,Automatic,Third,19.78,1418,62.63,5,9.55,5.4
8462,Volkswagen Vento 1.6 Highline,San Jose,2017,63550,Diesel,Manual,First,12.57,1511,168.81,5,15.48,13.48
8463,Honda City i VTEC E,Shlisselï¿½ï¿½ï¿½ï,2014,76522,Diesel,Automatic,Third,12.42,1205,129.86,6,8.57,7.73
8464,Mahindra XUV500 W8 2WD,Baozhu,2014,52393,Petrol,Manual,First,25.36,1409,141.77,8,17.39,12.62
8465,Tata Zest Revotron 1.2T XE,Kumla,2014,36696,LPG,Manual,Fourth & Above,21.44,1833,73.98,8,6.17,5.24
8466,Volkswagen Vento Petrol Highline AT,Dongdu,2015,82463,Petrol,Manual,First,24.06,1501,150.26,5,13.21,15.97
8467,Maruti Swift LDI,Strellc i Ulï¿½ï¿,2018,48903,CNG,Manual,First,24.63,2658,70.38,6,16.76,12.46
8468,Mahindra Ssangyong Rexton RX7,Sanmiaoqian,2010,36716,CNG,Automatic,Third,15.14,1401,136.41,6,5.2,15.22
8469,Volkswagen Vento Petrol Highline AT,Nizhnyaya Omka,2018,50363,Diesel,Automatic,Fourth & Above,21.69,1052,92.82,5,3.26,4.63
8470,Hyundai Elantra CRDi,Nenotes,2015,80013,Petrol,Automatic,Fourth & Above,15.68,1802,89.35,6,20.18,16.64
8471,Toyota Innova Crysta 2.7 GX MT,Sempu,2014,78161,LPG,Manual,First,16.28,1355,84.5,5,20.19,16.82
8472,Toyota Innova 2.5 VX 7 STR BSIV,Cala,2014,59343,Petrol,Manual,Second,22.5,2002,93.2,8,6.31,2.89
8473,Maruti Wagon R LXI BSIII,Songgang-dong,2013,76923,LPG,Manual,First,20.09,1262,164.49,8,16.7,3.22
8474,Toyota Corolla Altis G,Bocana de Paiwas,2016,43428,LPG,Automatic,Fourth & Above,11.66,2611,169.12,5,13.81,16.53
8475,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Calingcing,2014,76764,Petrol,Automatic,Third,13.39,1994,87.52,8,18.17,10.25
8476,Maruti Wagon R LXI BSIII,Dayuan,2010,39569,Diesel,Automatic,Fourth & Above,18.34,2498,84.27,5,17.85,14.8
8477,Hyundai Grand i10 Sportz,Cijambe,2015,25990,LPG,Automatic,Second,16.27,2401,160.89,5,3.19,3.29
8478,Honda Amaze SX i-VTEC,Santa Clara La Laguna,2017,32432,Diesel,Automatic,Third,12.44,2590,154.34,5,2.98,9.03
8479,Honda Amaze S i-Dtech,Cambuï¿½ï,2017,42670,Diesel,Automatic,Fourth & Above,13.44,1043,68.02,8,1.78,11.95
8480,Toyota Innova 2.5 VX 7 STR BSIV,Dongï¿½ï¿½ï¿,2013,52100,Petrol,Manual,First,16.04,2388,133.69,7,8.56,7.96
8481,Ford Figo Diesel Titanium,Tirhanimï¿½ï¿½,2015,56539,CNG,Automatic,First,14.83,1606,77.77,6,5.96,8.9
8482,Maruti Wagon R LXI BSIII,Xuezhen,2018,30468,CNG,Automatic,Third,19.63,1304,106.23,8,3.88,3.72
8483,Mahindra XUV500 W8 2WD,Kyaikkami,2015,28589,LPG,Manual,Third,23.66,2445,138.57,7,20.77,3.88
8484,Ford Figo Diesel Titanium,Tomsk,2016,45966,Petrol,Automatic,First,15.8,979,64.77,6,2.81,4.66
8485,Maruti S Cross DDiS 200 Alpha,Vicente Guerrero,2013,33069,CNG,Manual,Third,16.76,1970,153.68,6,12.92,16.12
8486,Mahindra Thar CRDe AC,Murcia,2014,68719,Diesel,Automatic,Third,13.08,2518,63.53,7,14.12,4.1
8487,Maruti Vitara Brezza ZDi Plus,Ashikaga,2016,38778,Petrol,Manual,First,24.79,1195,126.31,8,9.71,10.33
8488,Hyundai i20 1.2 Magna,Buta Ranquil,2015,39955,Petrol,Manual,Third,22.17,1926,158.33,6,17.74,17.41
8489,Honda Amaze SX i-VTEC,Marï¿½ï¿½ï¿,2014,47206,CNG,Automatic,Third,24.34,1127,143.38,5,7.33,3.21
8490,Nissan Micra Diesel XV,Camachile,2012,62737,LPG,Automatic,Third,16.85,970,76.12,5,15.56,11.83
8491,Audi A4 2.0 TDI Multitronic,Soledar,2010,66931,CNG,Manual,Second,20.81,2364,97.58,6,17.93,7.23
8492,Ford Fiesta 1.4 SXi TDCi,Campbellton,2018,70975,LPG,Automatic,Fourth & Above,15.74,1818,133.72,8,15.89,13.46
8493,Volkswagen Vento 1.6 Highline,Yueyahe,2012,69797,LPG,Automatic,Fourth & Above,19.6,909,75.39,6,17.42,8.9
8494,Toyota Fortuner 4x2 Manual,Taisen-ri,2010,35839,Petrol,Manual,Third,14.28,2444,128.15,8,7.86,15.37
8495,Nissan X-Trail SLX AT,New York City,2011,81136,LPG,Manual,Fourth & Above,21.25,1829,66.48,8,16.8,3.35
8496,BMW 5 Series 2003-2012 525d,El Parco District,2016,35015,Diesel,Manual,Second,11.7,2193,147.1,6,10.9,8.29
8497,Mercedes-Benz C-Class Progressive C 220d,Xiushi,2011,83257,LPG,Automatic,Fourth & Above,23.78,1105,79.09,8,14.64,10.45
8498,Maruti Swift VDI,Zhujiachang,2017,79846,LPG,Automatic,Second,14.57,2706,119.23,6,9.05,9.11
8499,Audi A6 2011-2015 35 TFSI Technology,Huacachi,2010,76962,Petrol,Manual,First,18.5,1050,142.71,7,16.57,13.74
8500,Honda Jazz V,Dongdu,2012,85390,Diesel,Automatic,Second,18.11,865,169.54,7,13.77,8.29
8501,Mahindra KUV 100 mFALCON D75 K8 Dual Tone,Bobrowice,2013,49509,Petrol,Automatic,Fourth & Above,24.03,1458,84.47,8,17.28,16.54
8502,Maruti Alto K10 2010-2014 VXI,ýýýýýýýýýýýýk Mil,2011,31577,CNG,Automatic,Third,11.94,1162,114.47,8,10.44,3.07
8503,Audi A6 2011-2015 35 TDI Premium,Souziqiu,2015,29596,Petrol,Manual,Third,12.3,1490,101.48,6,6.75,3.6
8504,Tata Indica Vista Quadrajet LS,Guisguis,2014,44528,Diesel,Manual,Third,19.62,888,110.43,6,8.76,4.04
8505,Hyundai Grand i10 Sportz,Shiree,2011,68679,LPG,Automatic,Second,11.61,950,128.5,6,11.34,9.28
8506,Toyota Corolla Altis G,Denglong,2014,53386,Petrol,Automatic,Second,22.28,2175,89.16,5,11.62,3.9
8507,Maruti Ertiga SHVS VDI,Yabï¿½ï¿½,2016,30037,LPG,Automatic,First,23.78,1519,114.32,6,17.72,11.85
8508,Maruti Ertiga VDI,Qorveh,2016,78644,CNG,Manual,Fourth & Above,15.03,2655,134.81,8,15.06,16.26
8509,Maruti Alto K10 2010-2014 VXI,Pucheng,2017,26549,LPG,Automatic,Third,24.28,2085,105.41,8,10.38,10.91
8510,Maruti Ciaz Zeta,Kimaam,2010,27106,Diesel,Manual,First,23.99,1920,160.12,5,6.37,17.22
8511,Mercedes-Benz C-Class Progressive C 220d,Orlando,2018,66782,LPG,Manual,Second,15.62,2589,119.98,8,2.28,6.03
8512,Nissan Micra Diesel XV,Kï¿½ï¿½ï,2011,83615,LPG,Automatic,Third,19.55,1541,133.03,5,13.8,8.66
8513,Mahindra Thar CRDe AC,Sidamulya Satu,2018,42455,LPG,Automatic,First,20.01,1616,112.69,6,7.59,13.96
8514,Hyundai Elantra CRDi,Oleiros,2011,65667,Diesel,Manual,Fourth & Above,15.1,1659,118.95,7,10.82,4.05
8515,Nissan Micra Diesel XV,Paseyan,2013,25972,Petrol,Manual,Second,13.51,1712,114.7,8,17.1,12.62
8516,Hyundai Grand i10 Sportz,Shangjie,2016,55053,LPG,Manual,First,14.25,2599,75.4,6,16.36,14.81
8517,Volkswagen Vento Petrol Highline AT,Kozï¿½ï¿½ï¿½ï¿½ï¿½ï¿½mode,2013,34332,CNG,Automatic,First,15.26,1831,165.58,6,6.44,5.44
8518,Toyota Innova Crysta 2.8 GX AT 8S,Campinho,2013,40963,CNG,Manual,First,13.12,1788,164.82,8,4.88,7.63
8519,Tata Zest Revotron 1.2T XE,Buenavista,2015,49607,Petrol,Automatic,First,12.62,1755,98.25,7,10.4,17.42
8520,Maruti Swift DDiS VDI,Krasnoye,2015,69809,CNG,Automatic,Third,12.01,2560,76.27,6,20.82,8.89
8521,Honda City i VTEC E,Videm pri Ptuju,2015,55475,CNG,Manual,First,15.29,1300,97.07,5,20.03,4.61
8522,Maruti Swift VDI,Parchal,2014,74724,Petrol,Manual,Second,13.09,2369,81.77,5,13.44,12.22
8523,Hyundai i10 Sportz 1.2 AT,ýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,2016,54337,Petrol,Manual,Fourth & Above,18.35,2671,158.43,6,12.25,10.13
8524,Mahindra XUV500 W8 4WD,Ranot,2013,69041,Diesel,Automatic,Second,26.4,1398,147.53,5,16.08,17.48
8525,Hyundai i10 Sportz 1.2,ýýýýýýýýýýýýkovice,2012,79549,CNG,Automatic,First,20,1498,140.08,8,9.73,6.74
8526,Volkswagen Vento Petrol Highline AT,Manaoag,2014,86187,Petrol,Automatic,First,13.69,2110,71.6,8,10.17,14.62
8527,Audi A6 2011-2015 35 TFSI Technology,Landvetter,2016,70974,Petrol,Manual,Fourth & Above,22.53,2378,147.96,5,18.04,4.15
8528,Ford Figo Diesel ZXI,Suï¿½ï,2016,52900,CNG,Automatic,First,25.88,2454,118.31,5,1.99,8.15
8529,Hyundai i10 Asta,Pimian,2017,69571,LPG,Automatic,Second,20.56,918,166.73,8,12.87,2.47
8530,Honda City 1.5 V AT Sunroof,Pimenta Bueno,2018,26923,Petrol,Automatic,Second,14.77,2335,112.58,7,2.36,15.74
8531,Ford Figo Diesel Titanium,Ad Dilam,2014,59503,CNG,Manual,Third,22.69,1627,98.39,8,12.15,6.8
8532,Honda City ZX CVT,Hobo,2017,65994,LPG,Automatic,Fourth & Above,22.72,2203,131.36,8,14.16,4.32
8533,Honda Amaze SX i-VTEC,Independence,2015,71773,Petrol,Manual,Second,22.38,2396,96.33,8,2.54,10.79
8534,Maruti Wagon R LXI CNG,El Paraï¿½ï¿½,2014,79750,Diesel,Manual,First,19.19,1231,60.56,6,14.53,16.26
8535,Nissan Micra Diesel XV,Buyuan,2013,43545,CNG,Automatic,Second,13.63,1076,155.23,7,4.18,5.4
8536,Maruti Alto K10 2010-2014 VXI,Cabo de Vila,2011,81273,Petrol,Manual,First,26.16,1625,61.54,8,20.04,14.94
8537,Hyundai Creta 1.6 CRDi SX Option,Siasi,2013,71383,LPG,Manual,Fourth & Above,25.73,1475,90.01,7,2.54,4.65
8538,Toyota Innova 2.5 V Diesel 7-seater,Sulahan,2014,28197,CNG,Automatic,Second,21.66,2525,58.7,8,5.47,9.53
8539,Maruti Vitara Brezza ZDi Plus,Santa Catalina,2018,37265,Petrol,Automatic,First,19.32,996,161.98,8,19.43,10.65
8540,Renault Duster 110PS Diesel RxZ Pack,Nanmu,2011,81156,CNG,Automatic,Second,19.26,2163,142.72,6,10.63,12.33
8541,Volkswagen Vento Diesel Comfortline,Sosnovka,2014,71724,Petrol,Manual,Third,14.45,2543,159.23,7,8.32,13.24
8542,Toyota Innova Crysta 2.4 GX MT 8S,Sï¿½ï¿½ï¿½ï¿,2016,85488,Diesel,Automatic,Third,23.76,969,98.81,5,15.85,15.03
8543,Audi A4 2.0 TDI Multitronic,Bebedouro,2012,81507,CNG,Automatic,Fourth & Above,14.72,1012,75.93,8,7.48,9.28
8544,Hyundai Santro Xing XL,Catumbela,2012,63041,CNG,Manual,Second,14.77,2488,97.69,5,5.28,5.23
8545,Tata Indica V2 eLS,Palpalï¿½ï,2012,32779,LPG,Automatic,Second,11.8,1842,144.27,8,20.41,10.03
8546,Audi A6 2011-2015 35 TFSI Technology,Bï¿½ï¿½ï,2014,51329,CNG,Automatic,Third,22.54,2487,151.27,5,16.32,8.44
8547,Maruti Ciaz Zeta,Vidovci,2015,61659,Diesel,Manual,First,11.37,2666,87.96,5,1.83,3
8548,Toyota Fortuner 4x2 Manual,Ayagoz,2015,85854,Diesel,Automatic,Fourth & Above,15.42,1187,116.48,7,15.3,16.54
8549,Maruti Alto K10 2010-2014 VXI,Turt,2014,63262,LPG,Automatic,First,24.34,2147,101.42,5,19.92,7.67
8550,Ford Figo Diesel ZXI,Xiashuitou,2017,67720,Diesel,Manual,First,16.56,2753,86.56,6,17.01,16.59
8551,Maruti Swift VDI,Puerto Padre,2011,71746,Diesel,Manual,Third,16.1,2277,89.95,7,12.91,12.84
8552,Audi A4 2.0 TDI 177 Bhp Premium Plus,Izumiï¿½ï¿½ï,2010,27757,Petrol,Manual,First,14.96,1374,89.67,5,3.55,17.12
8553,Tata Nano LX SE,Nepomuceno,2015,36744,Petrol,Manual,Second,23.41,1405,88.19,7,15.89,11.9
8554,Maruti Ciaz Zeta,Mbigou,2013,47466,CNG,Automatic,First,16.09,2387,74.69,5,4.37,13.66
8555,Land Rover Range Rover 2.2L Pure,Fort Beaufort,2010,42745,LPG,Automatic,First,23.95,1096,82.01,5,20.46,3.03
8556,Nissan Terrano XV D Pre,Dobï¿½ï¿½ï¿½,2017,38088,Petrol,Manual,First,17.34,1733,98.67,6,14.8,16.28
8557,Honda Amaze SX i-VTEC,Freetown,2015,29386,Diesel,Manual,Fourth & Above,14.86,1555,132.16,7,2.44,10.68
8558,Hyundai Santro Xing XL,Huangyang,2015,27998,Diesel,Manual,Fourth & Above,15.98,1774,56.63,7,15.13,4.44
8559,Mahindra KUV 100 mFALCON G80 K6 5str AW,Weishanzhuang,2014,82878,Diesel,Manual,Fourth & Above,15.07,2202,163.71,8,17.53,9.6
8560,Nissan Terrano XV D Pre,Hulu,2016,69678,LPG,Automatic,Fourth & Above,13.71,1670,140.03,6,20.09,15.6
8561,Ford Figo Diesel ZXI,Chengmen,2018,80105,Petrol,Automatic,Second,22.38,2194,88.7,8,12.19,9.24
8562,Maruti Swift LDI,Zlatï¿½ï¿½ï¿½,2011,63143,Diesel,Automatic,Fourth & Above,24.03,2629,101.57,7,10.5,3.96
8563,Volkswagen Polo Diesel Trendline 1.2L,Lukrejo,2017,77856,LPG,Automatic,Second,15.84,1737,127.56,5,15.87,8.81
8564,Honda Brio VX AT,Eiguliai,2011,50507,Diesel,Manual,First,26.34,1716,78.66,8,13.78,9.94
8565,Mercedes-Benz New C-Class 200 CDI Classic,Fafe,2012,62937,LPG,Manual,Fourth & Above,11.5,1292,109.79,7,19.55,10.83
8566,Mitsubishi Pajero Sport 4X4,Huaraz,2018,78028,CNG,Automatic,Second,20.88,2300,122.15,6,16.12,17.28
8567,Mercedes-Benz New C-Class 200 CDI Classic,Okrika,2013,79240,LPG,Automatic,First,17.64,2391,104.22,8,11.37,2.5
8568,Hyundai i10 Asta,Daying,2010,41757,CNG,Automatic,Second,25.49,2595,57.45,8,12.21,9.93
8569,Mercedes-Benz C-Class Progressive C 220d,Toronto,2015,65601,CNG,Manual,Third,15.28,2569,162.74,8,13.2,3.89
8570,Mahindra KUV 100 mFALCON G80 K6 5str AW,Kuwait City,2013,66917,Petrol,Manual,Second,14.51,2482,124.99,8,19.42,15.48
8571,Maruti Swift LDI,Svitlovodsï¿½ï¿½ï,2017,47286,Diesel,Manual,Fourth & Above,17.26,1422,115.21,8,3.97,7.38
8572,Maruti Zen Estilo VXI BSIII,Cibunut,2012,48217,Diesel,Automatic,First,21.94,2161,161.59,7,11.38,2.81
8573,Volkswagen Polo Diesel Trendline 1.2L,Zengfu,2014,56289,Diesel,Manual,First,19.67,897,114.21,8,1.8,11.39
8574,Maruti Swift Ldi BSIV,Krasnaya Poyma,2011,62347,Diesel,Manual,Third,24.39,2312,142.55,7,8.63,10.84
8575,Renault KWID RXT,Sundbyberg,2010,31352,Diesel,Automatic,Third,11.92,1271,134.9,7,8.47,13.27
8576,BMW 3 Series 320d,Norwalk,2012,74337,Diesel,Manual,First,14.6,916,119.8,5,3.67,5.15
8577,Maruti Ertiga VDI,Lidong,2016,49812,CNG,Automatic,Fourth & Above,13.65,902,138.5,7,13.07,11.97
8578,Hyundai Grand i10 Sportz,Hï¿½ï¿½ï¿½ï¿½,2016,30241,Petrol,Manual,Second,15.27,2156,171.01,7,6.98,2.19
8579,Maruti Swift VDI,Mabyan,2013,45642,CNG,Manual,Third,25.57,1705,95.68,6,9.55,12.09
8580,Ford Figo Diesel ZXI,Tasï¿½ï¿,2016,74068,Petrol,Manual,First,11.74,2262,118.31,6,14.18,2.66
8581,Renault Duster 110PS Diesel RxZ Pack,Barreiras,2012,52866,Diesel,Manual,Third,21.66,2236,113.34,5,3.32,7.79
8582,Hyundai Creta 1.4 E Plus Diesel,Alï¿½ï¿½ï,2012,85132,Diesel,Manual,Fourth & Above,15.2,2649,103.42,6,5.24,14.07
8583,Toyota Innova Crysta 2.7 GX MT,Starcevica,2014,66012,CNG,Automatic,Third,13.64,1332,87.14,8,20.32,6.23
8584,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Beï¿½ï¿,2010,71462,Diesel,Manual,Second,23.27,1493,101.76,8,5.78,13.85
8585,BMW 3 Series 320d,Liski,2016,65180,LPG,Manual,First,13.17,846,111.4,5,6.35,15.33
8586,Maruti Zen Estilo VXI BSIII,Itacurubï¿½ï¿½ï¿½ï¿½ del,2010,43728,Diesel,Manual,Second,14.84,2655,107.48,7,16.85,15.83
8587,Nissan Terrano XV D Pre,Samobor,2016,30404,CNG,Manual,Fourth & Above,12.61,1651,62.04,6,20.98,16.45
8588,Maruti Swift Ldi BSIV,Gï¿½ï¿½ï¿½ï,2015,55176,Petrol,Automatic,Second,21.91,1810,87.17,5,15.38,14.35
8589,Maruti Vitara Brezza ZDi Plus,Baiï¿½ï¿,2015,45872,LPG,Manual,Third,17.39,1478,161.69,8,7.4,2.61
8590,Honda City i VTEC E,Minien East,2018,81676,Petrol,Manual,Third,23.2,1068,164.13,7,5.07,6.93
8591,Mahindra XUV500 W8 2WD,Dabao,2014,71476,LPG,Automatic,Third,13.8,1592,69.08,7,18.17,8.84
8592,Toyota Innova 2.5 V Diesel 7-seater,Midlands,2012,58336,LPG,Manual,Second,23.95,1143,64.18,5,9.86,11.86
8593,Ford Fiesta 1.4 SXi TDCi,Dziaï¿½ï¿½ï¿,2016,77853,Petrol,Manual,Second,11.76,2245,166.4,5,19.49,17.35
8594,Nissan Micra Diesel XV,Revda,2018,50279,CNG,Automatic,Third,25.04,1304,167.5,6,14.65,13.64
8595,Tata Indica V2 eLS,Salt Lake City,2017,53438,CNG,Manual,First,24.18,1029,57.07,8,2.06,16.18
8596,Ford Fiesta 1.4 SXi TDCi,Mhango,2017,78539,Diesel,Manual,Fourth & Above,19.06,2418,56.69,6,7.37,5.03
8597,Hyundai i10 Sportz 1.2 AT,Trnovlje pri Celju,2011,60489,Diesel,Automatic,First,12.66,1569,79.68,5,8.92,11.45
8598,Toyota Corolla Altis G AT,Ouro Preto do Oeste,2010,38997,Diesel,Manual,Third,18.49,2462,75.09,6,4.61,10.27
8599,Honda City 1.5 V AT Sunroof,Xiasha,2012,73259,CNG,Manual,Third,19.28,1174,145.77,5,13,8.4
8600,Hyundai Grand i10 Sportz,Hearst,2013,71546,Petrol,Manual,First,18.53,2118,139.54,6,11.44,13.97
8601,Toyota Fortuner 4x2 Manual,San Agustï¿½ï¿½ï¿½ï¿½n Acasagua,2012,36445,LPG,Manual,Fourth & Above,11.51,1973,62.14,8,18.7,7.47
8602,Toyota Innova 2.5 V Diesel 7-seater,Baiyushan,2010,50202,Petrol,Automatic,Fourth & Above,18.19,1976,101.76,6,9.5,7.56
8603,Maruti Swift VDI,Nicasio,2010,63581,Petrol,Manual,Second,17.15,2055,112.69,6,13.57,6.61
8604,Audi A6 2.0 TDI Design Edition,Dranoc,2013,30182,Petrol,Manual,First,21.11,1368,99.97,6,14.95,12.07
8605,Maruti Swift VDI,Huangben,2014,73736,Petrol,Automatic,Third,15.52,1464,87.73,8,20.64,13.26
8606,Hyundai Santro Xing XO,Inuotose,2014,35094,LPG,Automatic,Second,12.07,1744,100.7,6,6.47,16.15
8607,Hyundai i20 1.4 CRDi Sportz,Lefkoniko,2014,74182,Diesel,Automatic,First,16.89,2260,109.69,5,16.77,14.69
8608,Maruti Swift VDI,Besko,2010,79738,CNG,Manual,Third,13.22,2669,74.89,6,15.65,13.17
8609,Maruti S Cross DDiS 200 Alpha,Bondokodi,2011,47029,LPG,Manual,Fourth & Above,20.07,1800,125.99,6,3.15,8.03
8610,Volkswagen Vento 1.6 Highline,Lujiao,2015,38902,Petrol,Automatic,Fourth & Above,16.75,1175,87.76,8,14.42,15.88
8611,Maruti Ertiga SHVS VDI,Liji,2014,35133,CNG,Manual,Fourth & Above,12.33,1992,150.26,6,11.71,11.49
8612,Volkswagen Vento Petrol Highline AT,Salgado,2010,74012,LPG,Automatic,Second,15.52,1823,91.52,8,4.99,7.13
8613,Mahindra Ssangyong Rexton RX7,Patrocinio,2015,72925,CNG,Automatic,First,11.96,2057,133.53,7,19.5,11.84
8614,Toyota Corolla Altis G,Nong Bua Lamphu,2010,50047,LPG,Manual,Fourth & Above,26.38,933,168.12,8,10.1,12.2
8615,Tata Indica Vista Quadrajet LS,Ribeirinha,2011,45063,CNG,Manual,Second,22.15,2739,156.05,8,8.1,5.6
8616,Maruti Alto K10 2010-2014 VXI,Mem Martins,2010,60120,LPG,Automatic,First,16.27,2111,135.9,5,12.3,7.68
8617,Hyundai Elantra 2.0 SX Option AT,Jiasi,2013,27509,LPG,Automatic,Fourth & Above,14.86,1731,108.44,7,8.55,12.63
8618,Maruti Zen Estilo VXI BSIII,Amieiro,2013,74880,LPG,Automatic,Fourth & Above,20.29,845,137.07,8,5.94,6.32
8619,Mercedes-Benz New C-Class 200 CDI Classic,Ujiie,2010,63895,CNG,Automatic,Second,23.88,2714,98.76,7,4.25,2.67
8620,Volkswagen Vento Diesel Comfortline,San Diego,2018,79469,Diesel,Automatic,First,22.81,2535,70.07,7,10.35,14.67
8621,Honda Amaze S i-Dtech,Suwangi Utara,2014,71917,Diesel,Automatic,Fourth & Above,18.34,935,108.13,8,16.61,16
8622,Maruti Wagon R LXI CNG,Dadus,2014,35917,LPG,Manual,Fourth & Above,22.43,2708,114.57,8,17.96,6.74
8623,Volkswagen Vento Diesel Comfortline,Huangzhawan,2011,85885,Petrol,Manual,First,24.04,2485,126.39,6,14.83,2.68
8624,Nissan X-Trail SLX AT,Kosï¿½ï¿½ï¿½ï¿,2012,44243,CNG,Manual,First,22.19,1533,94.88,5,17.12,2.29
8625,Nissan Terrano XV D Pre,Kadyy,2016,55380,LPG,Automatic,Fourth & Above,24.98,876,77.76,8,3.31,10.58
8626,Mahindra XUV500 W8 2WD,Laguna Paiva,2017,39862,LPG,Automatic,Fourth & Above,20.37,897,82.63,5,3.06,5.39
8627,Hyundai Verna Transform SX VGT CRDi,Sungaikakap,2014,50699,Diesel,Manual,First,13.38,1756,96.49,7,15.01,9.83
8628,Maruti Swift DDiS VDI,Qaryï¿½ï¿,2012,48842,CNG,Manual,Third,23.61,1361,61.7,8,8.73,11.99
8629,Honda City ZX CVT,Boden,2017,86879,Petrol,Manual,Second,15.82,2044,61.49,8,20.27,5.76
8630,Honda Amaze SX i-DTEC,Lashkar Gï¿½ï¿,2015,33380,Diesel,Manual,Fourth & Above,18.46,823,77.2,5,3.58,15.96
8631,Nissan X-Trail SLX AT,Biankouma,2010,50715,Diesel,Automatic,Fourth & Above,15.3,2151,99.53,6,2.35,9.75
8632,Honda City Corporate Edition,Jingxin,2010,44787,CNG,Manual,Third,17.98,2145,101.54,7,2.8,3.5
8633,Mercedes-Benz New C-Class 200 CDI Classic,Neftegorsk,2017,63943,Petrol,Automatic,Second,25.11,2586,150.86,8,17.99,17.09
8634,Hyundai Santro Xing XL,Dicun,2015,77412,CNG,Automatic,Second,26.55,1783,84.36,5,18.93,7.56
8635,Mahindra XUV500 W8 4WD,Boï¿½ï¿½ï¿½,2011,56132,Diesel,Manual,First,13.75,2241,79.32,8,8.09,13.9
8636,Maruti S Cross DDiS 200 Alpha,Nytva,2016,56373,LPG,Manual,Second,17.49,2531,126.84,7,3.88,6.35
8637,Toyota Corolla Altis G,Naga,2012,70417,Diesel,Manual,Fourth & Above,17.05,2306,155.73,8,5.43,3.13
8638,Honda City 1.5 V AT Sunroof,Garnich,2013,85492,Diesel,Manual,Second,26.31,872,132.32,7,7.48,13.08
8639,Hyundai Xcent 1.1 CRDi S,Sovetskaya,2013,77458,Petrol,Manual,Third,17.41,1912,58.94,5,11.91,6.34
8640,Audi A6 2011-2015 35 TFSI Technology,Goghtï¿½ï¿½,2015,52969,CNG,Manual,Second,14.95,2371,60.31,8,13.11,3.9
8641,Maruti Zen Estilo VXI BSIII,Maï¿½ï¿½ï¿½ï¿½ï¿½ï,2013,86646,LPG,Manual,Third,18.75,1449,66.09,7,18.72,4.95
8642,Maruti Wagon R LXI CNG,Deje,2014,59765,LPG,Manual,Second,22.85,2536,67.24,8,3.48,8.45
8643,Porsche Cayenne 2009-2014 Turbo,Rosaspata,2012,64282,LPG,Automatic,Fourth & Above,18.28,1766,62.46,8,12.42,9.77
8644,Renault Duster 85PS Diesel RxL Plus,Radï¿½ï¿½ï¿½ï,2015,82029,LPG,Automatic,Second,19.39,827,136.34,5,8.99,8.35
8645,Toyota Corolla Altis G AT,Emmeloord,2013,48661,Petrol,Manual,Second,14.6,1660,140.91,7,19.62,8.94
8646,Hyundai Grand i10 Sportz,Shouchun,2014,27361,Diesel,Manual,Second,14.54,1528,151.3,6,7.94,13.98
8647,Toyota Innova Crysta 2.4 GX MT 8S,Sesheke,2016,69580,Petrol,Automatic,Fourth & Above,18.37,2544,147.31,5,12.58,13.81
8648,Maruti Wagon R LXI CNG,Caringin,2017,43790,CNG,Manual,Fourth & Above,17.76,1120,62.25,5,6.34,15.96
8649,Maruti Swift VDI,Kiupo,2016,50062,Petrol,Automatic,Second,20.69,2375,154.93,6,16.83,12.32
8650,Maruti Ciaz Zeta,Namasuba,2015,43826,LPG,Manual,First,26.11,1150,102.4,8,4.33,6.77
8651,Tata Indica Vista Quadrajet LS,Wolowiro,2016,38991,LPG,Manual,Third,24.81,1762,139.57,8,13.34,15.13
8652,Audi A4 2.0 TDI 177 Bhp Premium Plus,Oslo,2013,82480,Petrol,Automatic,Fourth & Above,17.32,2401,84.82,5,13.08,14.78
8653,Hyundai Elantra 2.0 SX Option AT,Bï¿½ï¿½ï,2015,71900,CNG,Manual,Fourth & Above,22.23,2346,98.96,7,13.3,2.03
8654,Toyota Fortuner 4x2 Manual,Toong,2010,43256,CNG,Manual,Fourth & Above,12.07,1695,161.78,6,7.4,10.39
8655,Toyota Innova Crysta 2.4 GX MT 8S,Chengdu,2012,85333,CNG,Automatic,First,25.69,2068,63.95,8,18.65,5.15
8656,Mahindra Thar CRDe AC,Potelych,2012,55809,Diesel,Automatic,Fourth & Above,12.72,1862,167.84,5,18.63,12.23
8657,Honda WRV i-VTEC VX,Weepanapi,2017,27583,LPG,Manual,Second,15.36,2410,118.56,7,9.81,13.36
8658,Hyundai Verna Transform SX VGT CRDi,Haokou,2010,71916,Diesel,Manual,Third,13.98,1219,137.97,7,2.92,14.21
8659,Tata Indica Vista Quadrajet LS,Hengdaohezi,2010,55087,Petrol,Manual,Third,11.43,1502,78.55,7,6.33,8.85
